Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
3.61424,1,Insert,5047980,B,9,3514,GFD
3.721294,1,Insert,5047981,B,47,3516,GFD
3.857257,1,Cancel,7057266,,,,
3.857257,1,Cancel,7057267,,,,
3.857257,1,Insert,7057268,A,10000,3518,GFD
3.857257,1,Insert,7057269,B,10000,3513,GFD
3.908689,0,Insert,1488241,A,5000,3515,GFD
3.908766,0,Insert,1794719,A,600,3516,GFD
3.908776,0,Insert,1724488,A,100,3516,GFD
3.908812,0,Insert,1606863,A,100,3517,GFD
3.908884,0,Cancel,1980608,,,,
3.908909,0,Insert,1905434,A,500,3518,GFD
3.908946,0,Cancel,1775241,,,,
3.908967,0,Insert,1706435,B,1000,3513,GFD
3.909243,0,Cancel,1436433,,,,
3.909297,0,Insert,1914866,B,100,3512,GFD
3.909415,0,Cancel,1395958,,,,
3.909479,0,Cancel,1731677,,,,
3.949948,0,Insert,1620352,B,500,3508,GFD
3.963451,1,Insert,5047982,B,85,3513,GFD
3.999839,0,Cancel,1814414,,,,
4.218936,1,Insert,5047983,A,23,3513,GFD
4.425805,1,Cancel,7057268,,,,
4.425805,1,Cancel,7057269,,,,
4.425805,1,Insert,7057270,A,10000,3517,GFD
4.425805,1,Insert,7057271,B,10000,3512,GFD
4.502628,0,Insert,1448279,B,100,3477,GFD
4.74131,1,Insert,5047984,B,4,3516,GFD
4.834958,1,Cancel,7057270,,,,
4.834958,1,Cancel,7057271,,,,
4.834958,1,Insert,7057272,A,10000,3517,GFD
4.834958,1,Insert,7057273,B,10000,3512,GFD
4.903551,0,Insert,1922942,A,100,3513,FAK
5.34204,1,Insert,5047985,A,26,3515,GFD
5.393552,1,Cancel,7057272,,,,
5.393552,1,Cancel,7057273,,,,
5.393552,1,Insert,7057274,A,10000,3517,GFD
5.393552,1,Insert,7057275,B,10000,3512,GFD
5.517039,0,Insert,1419113,A,100,3513,FAK
5.517164,0,Cancel,1914866,,,,
5.599845,0,Insert,1974385,B,100,3511,GFD
5.726784,1,Insert,5047986,A,92,3514,GFD
5.923937,1,Cancel,7057274,,,,
5.923937,1,Cancel,7057275,,,,
5.923937,1,Insert,7057276,A,10000,3517,GFD
5.923937,1,Insert,7057277,B,10000,3512,GFD
6.119217,0,Insert,1900041,A,5000,3514,GFD
6.119255,1,Cancel,7057276,,,,
6.119255,1,Cancel,7057277,,,,
6.119255,1,Insert,7057278,A,10000,3516,GFD
6.119255,1,Insert,7057279,B,10000,3511,GFD
6.119295,0,Insert,1408411,A,100,3515,GFD
6.119304,0,Cancel,1706435,,,,
6.119357,0,Insert,1875330,A,100,3516,GFD
6.119367,0,Cancel,1974385,,,,
6.119374,0,Insert,1723145,A,600,3515,GFD
6.119416,0,Cancel,1630476,,,,
6.11947,0,Insert,1581912,B,100,3510,GFD
6.119494,0,Insert,1869055,A,500,3517,GFD
6.199842,0,Cancel,1724488,,,,
6.284343,0,Insert,1828214,B,100,3476,GFD
6.318085,1,Insert,5047987,B,106,3513,GFD
6.975688,1,Insert,5047988,A,23,3515,GFD
7.025639,1,Insert,5047989,A,8,3512,GFD
7.42135,1,Insert,5047990,A,67,3513,GFD
7.625849,1,Insert,5047991,A,8,3512,GFD
7.675227,1,Cancel,7057278,,,,
7.675227,1,Cancel,7057279,,,,
7.675227,1,Insert,7057280,A,10000,3516,GFD
7.675227,1,Insert,7057281,B,10000,3511,GFD
7.910547,0,Insert,1619653,A,100,3513,FAK
7.910691,1,Cancel,7057280,,,,
7.910691,1,Cancel,7057281,,,,
7.910691,1,Insert,7057282,A,10000,3516,GFD
7.910691,1,Insert,7057283,B,10000,3511,GFD
7.910754,0,Insert,1901605,A,100,3513,FAK
7.910793,1,Cancel,7057282,,,,
7.910793,1,Cancel,7057283,,,,
7.910793,1,Insert,7057284,A,10000,3516,GFD
7.910793,1,Insert,7057285,B,10000,3511,GFD
7.910899,0,Insert,1876902,A,100,3513,FAK
7.911016,0,Insert,1735250,A,1000,3514,GFD
7.911028,0,Insert,1600607,A,600,3514,GFD
7.911049,0,Cancel,1933639,,,,
7.91119,0,Insert,1478396,A,200,3513,GFD
7.911256,0,Insert,1993199,B,1000,3511,GFD
7.911266,0,Insert,1813580,A,1000,3513,GFD
7.911313,0,Insert,1791729,A,100,3515,GFD
7.911321,0,Insert,1888166,A,100,3513,GFD
7.911336,0,Cancel,1924069,,,,
7.911336,0,Insert,1786232,B,1000,3512,GFD
7.911704,0,Cancel,1986057,,,,
7.911704,0,Cancel,1620352,,,,
7.91172,0,Insert,1500934,A,500,3516,GFD
7.911756,0,Cancel,1813580,,,,
7.911873,0,Cancel,1786232,,,,
7.912413,0,Cancel,1888166,,,,
7.912494,0,Cancel,1478396,,,,
7.912905,0,Cancel,1791729,,,,
7.912953,0,Cancel,1500934,,,,
7.91621,0,Insert,1651574,B,100,3512,GFD
7.921149,0,Cancel,1651574,,,,
7.951376,0,Insert,1633851,B,500,3507,GFD
7.951452,0,Insert,1980476,B,1000,3506,GFD
8.016094,0,Cancel,1900041,,,,
8.016094,0,Insert,1645451,A,5000,3513,GFD
8.016168,0,Insert,1759690,A,100,3514,GFD
8.016211,0,Insert,1549240,A,100,3515,GFD
8.016309,0,Insert,1499390,A,500,3516,GFD
8.072633,0,Cancel,1494106,,,,
8.092216,0,Cancel,1952690,,,,
8.09986,0,Cancel,1408411,,,,
8.151566,1,Cancel,7057284,,,,
8.151566,1,Cancel,7057285,,,,
8.151566,1,Insert,7057286,A,10000,3515,GFD
8.151566,1,Insert,7057287,B,10000,3510,GFD
8.153996,0,Insert,1787226,B,400,3508,GFD
8.176495,0,Insert,1497443,A,400,3516,GFD
8.330626,0,Cancel,1593223,,,,
8.341746,1,Insert,5047992,A,43,3512,GFD
8.5603,1,Insert,5047993,A,44,3511,GFD
8.892573,1,Cancel,7057286,,,,
8.892573,1,Cancel,7057287,,,,
8.892573,1,Insert,7057288,A,10000,3515,GFD
8.892573,1,Insert,7057289,B,10000,3510,GFD
8.899412,0,Insert,1623496,B,200,3513,FAK
9.246933,1,Cancel,7057288,,,,
9.246933,1,Cancel,7057289,,,,
9.246933,1,Insert,7057290,A,10000,3515,GFD
9.246933,1,Insert,7057291,B,10000,3510,GFD
9.388528,0,Insert,1984998,A,500,3515,GFD
9.82014,1,Insert,5047994,B,5,3513,GFD
11.199017,1,Insert,5047995,A,15,3510,GFD
11.69678,1,Insert,5047996,B,14,3510,GFD
11.793744,1,Insert,5047997,B,37,3512,GFD
11.817765,1,Cancel,7057290,,,,
11.817765,1,Cancel,7057291,,,,
11.817765,1,Insert,7057292,A,10000,3515,GFD
11.817765,1,Insert,7057293,B,10000,3510,GFD
11.831605,0,Insert,1518774,B,100,3513,FAK
11.831727,1,Cancel,7057292,,,,
11.831727,1,Cancel,7057293,,,,
11.831727,1,Insert,7057294,A,10000,3515,GFD
11.831727,1,Insert,7057295,B,10000,3510,GFD
11.831803,0,Insert,1900257,B,100,3513,FAK
11.831814,1,Cancel,7057294,,,,
11.831814,1,Cancel,7057295,,,,
11.831814,1,Insert,7057296,A,10000,3515,GFD
11.831814,1,Insert,7057297,B,10000,3510,GFD
11.831882,0,Insert,1770330,B,400,3512,GFD
11.832057,1,Cancel,7057296,,,,
11.832057,1,Cancel,7057297,,,,
11.832057,1,Insert,7057298,A,10000,3515,GFD
11.832057,1,Insert,7057299,B,10000,3510,GFD
11.83211,0,Cancel,1770330,,,,
11.832154,1,Cancel,7057298,,,,
11.832154,1,Cancel,7057299,,,,
11.832154,1,Insert,7057300,A,10000,3515,GFD
11.832154,1,Insert,7057301,B,10000,3510,GFD
11.832157,0,Insert,1635245,B,500,3510,GFD
11.832298,0,Insert,1706231,B,500,3507,GFD
11.832428,0,Cancel,1635245,,,,
11.832438,0,Cancel,1706231,,,,
12.024737,1,Insert,5047998,B,1,3510,GFD
12.110626,1,Insert,5047999,B,11,3514,GFD
12.291982,1,Insert,5048000,A,102,3513,GFD
12.406734,1,Cancel,7057300,,,,
12.406734,1,Cancel,7057301,,,,
12.406734,1,Insert,7057302,A,10000,3515,GFD
12.406734,1,Insert,7057303,B,10000,3510,GFD
12.760526,0,Cancel,1396085,,,,
12.760583,1,Cancel,7057302,,,,
12.760583,1,Cancel,7057303,,,,
12.760583,1,Insert,7057304,A,10000,3515,GFD
12.760583,1,Insert,7057305,B,10000,3510,GFD
12.760608,0,Insert,1805616,A,600,3513,GFD
12.760692,0,Insert,1696470,A,1000,3513,GFD
12.760702,0,Cancel,1993199,,,,
12.760766,0,Cancel,1581912,,,,
12.760766,0,Cancel,1870251,,,,
12.760783,0,Insert,1520894,A,600,3512,GFD
12.760816,0,Insert,1532783,A,1000,3512,GFD
12.760904,0,Insert,1711411,B,100,3508,GFD
12.760914,0,Insert,1404111,A,100,3514,GFD
12.761013,0,Insert,1564887,A,500,3514,GFD
12.761411,0,Insert,1790725,B,500,3508,GFD
12.761546,0,Cancel,1790725,,,,
13.055905,1,Insert,5048001,B,6,3510,GFD
13.070747,1,Insert,5048002,A,8,3513,GFD
13.435522,1,Insert,5048003,B,48,3512,GFD
13.652375,1,Insert,5048004,B,4,3510,GFD
13.96779,1,Insert,5048005,A,15,3513,GFD
14.080709,1,Insert,5048006,B,69,3512,GFD
14.081055,1,Cancel,7057304,,,,
14.081055,1,Cancel,7057305,,,,
14.081055,1,Insert,7057306,A,10000,3514,GFD
14.081055,1,Insert,7057307,B,10000,3509,GFD
14.087708,0,Insert,1954721,B,100,3511,GFD
14.08771,1,Cancel,7057306,,,,
14.08771,1,Cancel,7057307,,,,
14.08771,1,Insert,7057308,A,10000,3514,GFD
14.08771,1,Insert,7057309,B,10000,3509,GFD
14.087795,0,Cancel,1532783,,,,
14.08788,0,Cancel,1520894,,,,
14.088011,0,Cancel,1564887,,,,
14.088043,0,Cancel,1404111,,,,
14.183866,1,Insert,5048007,A,81,3512,GFD
15.479385,1,Insert,5048008,A,19,3511,GFD
16.053921,1,Cancel,7057308,,,,
16.053921,1,Cancel,7057309,,,,
16.053921,1,Insert,7057310,A,10000,3515,GFD
16.053921,1,Insert,7057311,B,10000,3510,GFD
16.300502,0,Insert,1791292,B,100,3511,GFD
16.300505,1,Cancel,7057310,,,,
16.300505,1,Cancel,7057311,,,,
16.300505,1,Insert,7057312,A,10000,3515,GFD
16.300505,1,Insert,7057313,B,10000,3510,GFD
16.300585,0,Insert,1659909,B,100,3509,GFD
16.318149,1,Cancel,7057312,,,,
16.318149,1,Cancel,7057313,,,,
16.318149,1,Insert,7057314,A,10000,3515,GFD
16.318149,1,Insert,7057315,B,10000,3510,GFD
16.399858,0,Cancel,1711411,,,,
16.511214,1,Insert,5048009,A,38,3513,GFD
16.800771,1,Insert,5048010,B,52,3513,GFD
16.950249,1,Insert,5048011,B,18,3514,GFD
16.963624,1,Cancel,7057314,,,,
16.963624,1,Cancel,7057315,,,,
16.963624,1,Insert,7057316,A,10000,3515,GFD
16.963624,1,Insert,7057317,B,10000,3510,GFD
16.963935,0,Insert,1750423,B,100,3511,GFD
17.035212,1,Cancel,7057316,,,,
17.035212,1,Cancel,7057317,,,,
17.035212,1,Insert,7057318,A,10000,3515,GFD
17.035212,1,Insert,7057319,B,10000,3510,GFD
17.048439,0,Insert,1613546,B,600,3511,GFD
17.048505,1,Cancel,7057318,,,,
17.048505,1,Cancel,7057319,,,,
17.048505,1,Insert,7057320,A,10000,3515,GFD
17.048505,1,Insert,7057321,B,10000,3510,GFD
17.048518,0,Insert,1968461,B,100,3510,GFD
17.048526,0,Insert,1651803,B,1000,3511,GFD
17.048607,0,Cancel,1696470,,,,
17.048616,0,Cancel,1805616,,,,
17.048667,0,Insert,1625816,B,1000,3512,GFD
17.048892,0,Insert,1995924,B,500,3510,GFD
17.048984,0,Insert,1979275,B,100,3512,GFD
17.049056,0,Insert,1895172,B,1000,3510,GFD
17.049209,0,Cancel,1895172,,,,
17.04926,0,Cancel,1750423,,,,
17.049346,0,Insert,1598924,B,500,3507,GFD
17.049547,0,Amend,1980476,,-500,,
17.089357,0,Cancel,1954721,,,,
17.089357,0,Insert,1574774,B,100,3512,GFD
17.099854,0,Cancel,1659909,,,,
17.15699,1,Cancel,7057320,,,,
17.15699,1,Cancel,7057321,,,,
17.15699,1,Insert,7057322,A,10000,3515,GFD
17.15699,1,Insert,7057323,B,10000,3510,GFD
17.353572,0,Insert,1802856,B,200,3513,FAK
17.353703,0,Cancel,1984998,,,,
17.353891,0,Insert,1688189,A,500,3516,GFD
17.353951,0,Cancel,1542495,,,,
17.40267,0,Insert,1693286,A,500,3515,GFD
17.402747,0,Cancel,1688189,,,,
17.444158,1,Insert,5048012,A,61,3514,GFD
18.219913,1,Insert,5048013,B,32,3511,GFD
18.413074,1,Insert,5048014,B,16,3514,GFD
18.690314,1,Insert,5048015,B,16,3513,GFD
18.857979,1,Insert,5048016,B,46,3514,GFD
18.875352,1,Insert,5048017,A,79,3513,GFD
19.104265,1,Insert,5048018,A,81,3512,GFD
19.265101,1,Cancel,7057322,,,,
19.265101,1,Cancel,7057323,,,,
19.265101,1,Insert,7057324,A,10000,3515,GFD
19.265101,1,Insert,7057325,B,10000,3510,GFD
19.360088,0,Insert,1568793,B,500,3511,GFD
19.685279,1,Insert,5048019,A,88,3511,GFD
20.316706,1,Insert,5048020,B,47,3514,GFD
20.619847,1,Insert,5048021,A,65,3513,GFD
20.729071,1,Insert,5048022,B,4,3511,GFD
21.035274,1,Cancel,7057324,,,,
21.035274,1,Cancel,7057325,,,,
21.035274,1,Insert,7057326,A,10000,3515,GFD
21.035274,1,Insert,7057327,B,10000,3510,GFD
21.132137,0,Insert,1696422,A,100,3519,GFD
21.710969,1,Cancel,7057326,,,,
21.710969,1,Cancel,7057327,,,,
21.710969,1,Insert,7057328,A,10000,3515,GFD
21.710969,1,Insert,7057329,B,10000,3510,GFD
21.84491,0,Insert,1939610,B,100,3512,GFD
21.844947,1,Cancel,7057328,,,,
21.844947,1,Cancel,7057329,,,,
21.844947,1,Insert,7057330,A,10000,3515,GFD
21.844947,1,Insert,7057331,B,10000,3510,GFD
21.844982,0,Insert,1784919,B,500,3508,GFD
21.84504,1,Cancel,7057330,,,,
21.84504,1,Cancel,7057331,,,,
21.84504,1,Insert,7057332,A,10000,3515,GFD
21.84504,1,Insert,7057333,B,10000,3510,GFD
21.845051,0,Cancel,1598924,,,,
21.845056,1,Cancel,7057332,,,,
21.845056,1,Cancel,7057333,,,,
21.845056,1,Insert,7057334,A,10000,3515,GFD
21.845056,1,Insert,7057335,B,10000,3510,GFD
21.845058,0,Insert,1893146,B,600,3512,GFD
21.84509,1,Cancel,7057334,,,,
21.84509,1,Cancel,7057335,,,,
21.84509,1,Insert,7057336,A,10000,3515,GFD
21.84509,1,Insert,7057337,B,10000,3510,GFD
21.845116,0,Cancel,1735250,,,,
21.845137,1,Cancel,7057336,,,,
21.845137,1,Cancel,7057337,,,,
21.845137,1,Insert,7057338,A,10000,3515,GFD
21.845137,1,Insert,7057339,B,10000,3510,GFD
21.845141,0,Insert,1871527,B,3900,3513,FAK
21.84515,1,Cancel,7057338,,,,
21.84515,1,Cancel,7057339,,,,
21.84515,1,Insert,7057340,A,10000,3515,GFD
21.84515,1,Insert,7057341,B,10000,3510,GFD
21.845169,0,Insert,1588526,B,500,3513,FAK
21.845338,0,Cancel,1759690,,,,
21.845358,0,Cancel,1600607,,,,
21.845391,0,Cancel,1693286,,,,
21.84542,0,Insert,1964113,B,600,3513,GFD
21.845433,0,Insert,1654362,B,100,3513,GFD
21.845454,0,Cancel,1549240,,,,
21.845479,0,Insert,1826800,B,100,3511,GFD
21.845508,0,Cancel,1499390,,,,
21.845527,0,Cancel,1875330,,,,
21.845638,0,Insert,1554082,B,1000,3513,GFD
21.845765,0,Insert,1423206,B,500,3511,GFD
21.845885,0,Insert,1593278,B,500,3509,GFD
21.845996,0,Cancel,1784919,,,,
21.846051,0,Cancel,1979275,,,,
21.846308,0,Insert,1473065,B,500,3509,GFD
21.846419,0,Cancel,1473065,,,,
21.885061,0,Insert,1904693,A,500,3519,GFD
21.886743,0,Cancel,1574774,,,,
21.886743,0,Insert,1900025,B,100,3513,GFD
21.886814,0,Cancel,1723145,,,,
21.898823,0,Cancel,1497443,,,,
21.898883,0,Insert,1418478,A,100,3516,GFD
21.899862,0,Cancel,1968461,,,,
21.951726,0,Insert,1533470,A,400,3518,GFD
21.975778,0,Cancel,1436624,,,,
21.975842,0,Insert,1440843,B,600,3514,GFD
21.975935,0,Insert,1681771,B,100,3512,GFD
21.976027,0,Insert,1727911,B,100,3514,GFD
21.976159,0,Cancel,1654362,,,,
21.976171,0,Insert,1713239,B,500,3512,GFD
21.976214,0,Insert,1895254,A,5000,3515,GFD
21.976283,0,Insert,1891737,B,500,3510,GFD
21.976413,0,Cancel,1593278,,,,
21.986817,0,Cancel,1440843,,,,
21.986874,0,Cancel,1681771,,,,
21.98696,0,Cancel,1727911,,,,
21.987024,0,Insert,1730003,A,600,3515,GFD
21.987062,0,Cancel,1713239,,,,
21.987173,0,Cancel,1891737,,,,
21.987301,0,Insert,1401502,B,100,3513,GFD
22.015414,0,Cancel,1900025,,,,
22.015414,0,Insert,1983302,B,100,3514,GFD
22.015572,0,Insert,1502741,B,100,3514,GFD
22.015681,0,Cancel,1401502,,,,
22.027131,0,Insert,1642498,B,500,3512,GFD
22.027191,0,Insert,1660231,B,500,3510,GFD
22.027198,0,Cancel,1730003,,,,
22.027294,0,Insert,1608658,B,500,3509,GFD
22.027387,0,Cancel,1608658,,,,
22.072285,1,Cancel,7057340,,,,
22.072285,1,Cancel,7057341,,,,
22.072285,1,Insert,7057342,A,10000,3517,GFD
22.072285,1,Insert,7057343,B,10000,3512,GFD
22.161021,0,Insert,1463236,A,100,3514,FAK
22.161235,0,Cancel,1502741,,,,
22.1613,0,Insert,1965142,A,600,3515,GFD
22.161359,0,Cancel,1554082,,,,
22.161371,0,Cancel,1642498,,,,
22.161409,0,Insert,1454414,A,1000,3514,GFD
22.161426,0,Cancel,1964113,,,,
22.161484,0,Insert,1824935,B,100,3513,GFD
22.161501,0,Cancel,1826800,,,,
22.161556,0,Cancel,1660231,,,,
22.161563,0,Insert,1892897,A,100,3516,GFD
22.161608,0,Insert,1583880,B,100,3510,GFD
22.161683,0,Insert,1838649,A,1500,3516,GFD
22.161801,0,Cancel,1423206,,,,
22.161811,0,Amend,1838649,,-1000,,
22.201269,0,Insert,1772692,B,500,3511,GFD
22.201319,0,Insert,1631508,B,500,3509,GFD
22.248474,0,Insert,1856757,B,100,3513,GFD
22.268709,1,Insert,5048023,A,71,3515,GFD
22.277133,1,Insert,5048024,B,3,3515,GFD
22.844344,1,Insert,5048025,A,16,3515,GFD
23.123253,1,Cancel,7057342,,,,
23.123253,1,Cancel,7057343,,,,
23.123253,1,Insert,7057344,A,10000,3516,GFD
